#Terminal (i)	Terminal (j)	From time (i)	To time (j)	Node (i)	Node (j)	Transport time [TA]	Container Cost [TA]	Train length [TA]	Train cost [TA]	Rail Line Daily Capacity [TA]
16	18	28	32	691	793	4	1180	42	7435	5
16	18	29	33	716	818	4	1180	42	7435	5
16	18	30	34	741	843	4	1180	42	7435	5
16	18	31	35	766	868	4	1180	42	7435	5
16	18	32	36	791	893	4	1180	42	7435	5
16	18	33	37	816	918	4	1180	42	7435	5
16	18	34	38	841	943	4	1180	42	7435	5
16	18	35	39	866	968	4	1180	42	7435	5
16	18	36	40	891	993	4	1180	42	7435	5
16	19	1	6	16	144	5	1171	42	7503	5
16	19	2	7	41	169	5	1171	42	7503	5
16	19	3	8	66	194	5	1171	42	7503	5
16	19	4	9	91	219	5	1171	42	7503	5
16	19	5	10	116	244	5	1171	42	7503	5
16	19	6	11	141	269	5	1171	42	7503	5
16	19	7	12	166	294	5	1171	42	7503	5
16	19	8	13	191	319	5	1171	42	7503	5
16	19	9	14	216	344	5	1171	42	7503	5
16	19	10	15	241	369	5	1171	42	7503	5
16	19	11	16	266	394	5	1171	42	7503	5
16	19	12	17	291	419	5	1171	42	7503	5
16	19	13	18	316	444	5	1171	42	7503	5
16	19	14	19	341	469	5	1171	42	7503	5
16	19	15	20	366	494	5	1171	42	7503	5
16	19	16	21	391	519	5	1171	42	7503	5
16	19	17	22	416	544	5	1171	42	7503	5
16	19	18	23	441	569	5	1171	42	7503	5
16	19	19	24	466	594	5	1171	42	7503	5
16	19	20	25	491	619	5	1171	42	7503	5
16	19	21	26	516	644	5	1171	42	7503	5
16	19	22	27	541	669	5	1171	42	7503	5
16	19	23	28	566	694	5	1171	42	7503	5
16	19	24	29	591	719	5	1171	42	7503	5
16	19	25	30	616	744	5	1171	42	7503	5
16	19	26	31	641	769	5	1171	42	7503	5
16	19	27	32	666	794	5	1171	42	7503	5
16	19	28	33	691	819	5	1171	42	7503	5
16	19	29	34	716	844	5	1171	42	7503	5
16	19	30	35	741	869	5	1171	42	7503	5
16	19	31	36	766	894	5	1171	42	7503	5
16	19	32	37	791	919	5	1171	42	7503	5
16	19	33	38	816	944	5	1171	42	7503	5
16	19	34	39	841	969	5	1171	42	7503	5
16	19	35	40	866	994	5	1171	42	7503	5
16	20	1	5	16	120	4	1039	42	7977	5
16	20	2	6	41	145	4	1039	42	7977	5
16	20	3	7	66	170	4	1039	42	7977	5
16	20	4	8	91	195	4	1039	42	7977	5
16	20	5	9	116	220	4	1039	42	7977	5
16	20	6	10	141	245	4	1039	42	7977	5
16	20	7	11	166	270	4	1039	42	7977	5
16	20	8	12	191	295	4	1039	42	7977	5
16	20	9	13	216	320	4	1039	42	7977	5
16	20	10	14	241	345	4	1039	42	7977	5
16	20	11	15	266	370	4	1039	42	7977	5
16	20	12	16	291	395	4	1039	42	7977	5
16	20	13	17	316	420	4	1039	42	7977	5
16	20	14	18	341	445	4	1039	42	7977	5
16	20	15	19	366	470	4	1039	42	7977	5
16	20	16	20	391	495	4	1039	42	7977	5
16	20	17	21	416	520	4	1039	42	7977	5
16	20	18	22	441	545	4	1039	42	7977	5
16	20	19	23	466	570	4	1039	42	7977	5
16	20	20	24	491	595	4	1039	42	7977	5
16	20	21	25	516	620	4	1039	42	7977	5
16	20	22	26	541	645	4	1039	42	7977	5
16	20	23	27	566	670	4	1039	42	7977	5
16	20	24	28	591	695	4	1039	42	7977	5
16	20	25	29	616	720	4	1039	42	7977	5
16	20	26	30	641	745	4	1039	42	7977	5
16	20	27	31	666	770	4	1039	42	7977	5
16	20	28	32	691	795	4	1039	42	7977	5
16	20	29	33	716	820	4	1039	42	7977	5
16	20	30	34	741	845	4	1039	42	7977	5
16	20	31	35	766	870	4	1039	42	7977	5
16	20	32	36	791	895	4	1039	42	7977	5
16	20	33	37	816	920	4	1039	42	7977	5
16	20	34	38	841	945	4	1039	42	7977	5
16	20	35	39	866	970	4	1039	42	7977	5
16	20	36	40	891	995	4	1039	42	7977	5
16	21	1	6	16	146	5	1146	42	7936	0
16	21	2	7	41	171	5	1146	42	7936	0
16	21	3	8	66	196	5	1146	42	7936	0
16	21	4	9	91	221	5	1146	42	7936	0
16	21	5	10	116	246	5	1146	42	7936	0
16	21	6	11	141	271	5	1146	42	7936	0
16	21	7	12	166	296	5	1146	42	7936	0
16	21	8	13	191	321	5	1146	42	7936	0
16	21	9	14	216	346	5	1146	42	7936	0
16	21	10	15	241	371	5	1146	42	7936	0
16	21	11	16	266	396	5	1146	42	7936	0
16	21	12	17	291	421	5	1146	42	7936	0
16	21	13	18	316	446	5	1146	42	7936	0
16	21	14	19	341	471	5	1146	42	7936	0
16	21	15	20	366	496	5	1146	42	7936	0
16	21	16	21	391	521	5	1146	42	7936	0
16	21	17	22	416	546	5	1146	42	7936	0
16	21	18	23	441	571	5	1146	42	7936	0
16	21	19	24	466	596	5	1146	42	7936	0
16	21	20	25	491	621	5	1146	42	7936	0
16	21	21	26	516	646	5	1146	42	7936	0
16	21	22	27	541	671	5	1146	42	7936	0
16	21	23	28	566	696	5	1146	42	7936	0
16	21	24	29	591	721	5	1146	42	7936	0
16	21	25	30	616	746	5	1146	42	7936	0
16	21	26	31	641	771	5	1146	42	7936	0
16	21	27	32	666	796	5	1146	42	7936	0
16	21	28	33	691	821	5	1146	42	7936	0
16	21	29	34	716	846	5	1146	42	7936	0
16	21	30	35	741	871	5	1146	42	7936	0
16	21	31	36	766	896	5	1146	42	7936	0
16	21	32	37	791	921	5	1146	42	7936	0
16	21	33	38	816	946	5	1146	42	7936	0
16	21	34	39	841	971	5	1146	42	7936	0
16	21	35	40	866	996	5	1146	42	7936	0
16	22	1	6	16	147	5	1153	42	7456	5
16	22	2	7	41	172	5	1153	42	7456	5
16	22	3	8	66	197	5	1153	42	7456	5
16	22	4	9	91	222	5	1153	42	7456	5
16	22	5	10	116	247	5	1153	42	7456	5
16	22	6	11	141	272	5	1153	42	7456	5
16	22	7	12	166	297	5	1153	42	7456	5
16	22	8	13	191	322	5	1153	42	7456	5
16	22	9	14	216	347	5	1153	42	7456	5
16	22	10	15	241	372	5	1153	42	7456	5
16	22	11	16	266	397	5	1153	42	7456	5
16	22	12	17	291	422	5	1153	42	7456	5
16	22	13	18	316	447	5	1153	42	7456	5
16	22	14	19	341	472	5	1153	42	7456	5
16	22	15	20	366	497	5	1153	42	7456	5
16	22	16	21	391	522	5	1153	42	7456	5
16	22	17	22	416	547	5	1153	42	7456	5
16	22	18	23	441	572	5	1153	42	7456	5
16	22	19	24	466	597	5	1153	42	7456	5
16	22	20	25	491	622	5	1153	42	7456	5
16	22	21	26	516	647	5	1153	42	7456	5
16	22	22	27	541	672	5	1153	42	7456	5
16	22	23	28	566	697	5	1153	42	7456	5
16	22	24	29	591	722	5	1153	42	7456	5
16	22	25	30	616	747	5	1153	42	7456	5
16	22	26	31	641	772	5	1153	42	7456	5
16	22	27	32	666	797	5	1153	42	7456	5
16	22	28	33	691	822	5	1153	42	7456	5
16	22	29	34	716	847	5	1153	42	7456	5
16	22	30	35	741	872	5	1153	42	7456	5
16	22	31	36	766	897	5	1153	42	7456	5
16	22	32	37	791	922	5	1153	42	7456	5
16	22	33	38	816	947	5	1153	42	7456	5
16	22	34	39	841	972	5	1153	42	7456	5
16	22	35	40	866	997	5	1153	42	7456	5
16	23	1	5	16	123	4	1078	42	7088	10
16	23	2	6	41	148	4	1078	42	7088	10
16	23	3	7	66	173	4	1078	42	7088	10
16	23	4	8	91	198	4	1078	42	7088	10
16	23	5	9	116	223	4	1078	42	7088	10
16	23	6	10	141	248	4	1078	42	7088	10
16	23	7	11	166	273	4	1078	42	7088	10
16	23	8	12	191	298	4	1078	42	7088	10
16	23	9	13	216	323	4	1078	42	7088	10
16	23	10	14	241	348	4	1078	42	7088	10
16	23	11	15	266	373	4	1078	42	7088	10
16	23	12	16	291	398	4	1078	42	7088	10
16	23	13	17	316	423	4	1078	42	7088	10
16	23	14	18	341	448	4	1078	42	7088	10
16	23	15	19	366	473	4	1078	42	7088	10
16	23	16	20	391	498	4	1078	42	7088	10
16	23	17	21	416	523	4	1078	42	7088	10
16	23	18	22	441	548	4	1078	42	7088	10
16	23	19	23	466	573	4	1078	42	7088	10
16	23	20	24	491	598	4	1078	42	7088	10
16	23	21	25	516	623	4	1078	42	7088	10
16	23	22	26	541	648	4	1078	42	7088	10
16	23	23	27	566	673	4	1078	42	7088	10
16	23	24	28	591	698	4	1078	42	7088	10
16	23	25	29	616	723	4	1078	42	7088	10
16	23	26	30	641	748	4	1078	42	7088	10
16	23	27	31	666	773	4	1078	42	7088	10
16	23	28	32	691	798	4	1078	42	7088	10
16	23	29	33	716	823	4	1078	42	7088	10
16	23	30	34	741	848	4	1078	42	7088	10
16	23	31	35	766	873	4	1078	42	7088	10
16	23	32	36	791	898	4	1078	42	7088	10
16	23	33	37	816	923	4	1078	42	7088	10
16	23	34	38	841	948	4	1078	42	7088	10
16	23	35	39	866	973	4	1078	42	7088	10
16	23	36	40	891	998	4	1078	42	7088	10
16	24	1	5	16	124	4	1077	42	7150	0
16	24	2	6	41	149	4	1077	42	7150	0
16	24	3	7	66	174	4	1077	42	7150	0
16	24	4	8	91	199	4	1077	42	7150	0
16	24	5	9	116	224	4	1077	42	7150	0
16	24	6	10	141	249	4	1077	42	7150	0
16	24	7	11	166	274	4	1077	42	7150	0
16	24	8	12	191	299	4	1077	42	7150	0
16	24	9	13	216	324	4	1077	42	7150	0
16	24	10	14	241	349	4	1077	42	7150	0
16	24	11	15	266	374	4	1077	42	7150	0
16	24	12	16	291	399	4	1077	42	7150	0
16	24	13	17	316	424	4	1077	42	7150	0
16	24	14	18	341	449	4	1077	42	7150	0
16	24	15	19	366	474	4	1077	42	7150	0
16	24	16	20	391	499	4	1077	42	7150	0
16	24	17	21	416	524	4	1077	42	7150	0
16	24	18	22	441	549	4	1077	42	7150	0
16	24	19	23	466	574	4	1077	42	7150	0
16	24	20	24	491	599	4	1077	42	7150	0
16	24	21	25	516	624	4	1077	42	7150	0
16	24	22	26	541	649	4	1077	42	7150	0
16	24	23	27	566	674	4	1077	42	7150	0
16	24	24	28	591	699	4	1077	42	7150	0
16	24	25	29	616	724	4	1077	42	7150	0
16	24	26	30	641	749	4	1077	42	7150	0
16	24	27	31	666	774	4	1077	42	7150	0
16	24	28	32	691	799	4	1077	42	7150	0
16	24	29	33	716	824	4	1077	42	7150	0
16	24	30	34	741	849	4	1077	42	7150	0
16	24	31	35	766	874	4	1077	42	7150	0
16	24	32	36	791	899	4	1077	42	7150	0
16	24	33	37	816	924	4	1077	42	7150	0
16	24	34	38	841	949	4	1077	42	7150	0
16	24	35	39	866	974	4	1077	42	7150	0
16	24	36	40	891	999	4	1077	42	7150	0
16	25	1	6	16	150	5	1053	42	7912	0
16	25	2	7	41	175	5	1053	42	7912	0
16	25	3	8	66	200	5	1053	42	7912	0
16	25	4	9	91	225	5	1053	42	7912	0
16	25	5	10	116	250	5	1053	42	7912	0
16	25	6	11	141	275	5	1053	42	7912	0
16	25	7	12	166	300	5	1053	42	7912	0
16	25	8	13	191	325	5	1053	42	7912	0
16	25	9	14	216	350	5	1053	42	7912	0
16	25	10	15	241	375	5	1053	42	7912	0
16	25	11	16	266	400	5	1053	42	7912	0
16	25	12	17	291	425	5	1053	42	7912	0
16	25	13	18	316	450	5	1053	42	7912	0
16	25	14	19	341	475	5	1053	42	7912	0
16	25	15	20	366	500	5	1053	42	7912	0
16	25	16	21	391	525	5	1053	42	7912	0
16	25	17	22	416	550	5	1053	42	7912	0
16	25	18	23	441	575	5	1053	42	7912	0
16	25	19	24	466	600	5	1053	42	7912	0
16	25	20	25	491	625	5	1053	42	7912	0
16	25	21	26	516	650	5	1053	42	7912	0
16	25	22	27	541	675	5	1053	42	7912	0
16	25	23	28	566	700	5	1053	42	7912	0
16	25	24	29	591	725	5	1053	42	7912	0
16	25	25	30	616	750	5	1053	42	7912	0
16	25	26	31	641	775	5	1053	42	7912	0
16	25	27	32	666	800	5	1053	42	7912	0
16	25	28	33	691	825	5	1053	42	7912	0
16	25	29	34	716	850	5	1053	42	7912	0
16	25	30	35	741	875	5	1053	42	7912	0
16	25	31	36	766	900	5	1053	42	7912	0
16	25	32	37	791	925	5	1053	42	7912	0
16	25	33	38	816	950	5	1053	42	7912	0
16	25	34	39	841	975	5	1053	42	7912	0
16	25	35	40	866	1000	5	1053	42	7912	0
1	1	1	2	1	26	1	30	1000	0	0
2	2	1	2	2	27	1	30	1000	0	0
3	3	1	2	3	28	1	30	1000	0	0
4	4	1	2	4	29	1	30	1000	0	0
5	5	1	2	5	30	1	30	1000	0	0
6	6	1	2	6	31	1	30	1000	0	0
7	7	1	2	7	32	1	30	1000	0	0
8	8	1	2	8	33	1	30	1000	0	0
9	9	1	2	9	34	1	30	1000	0	0
10	10	1	2	10	35	1	30	1000	0	0
11	11	1	2	11	36	1	30	1000	0	0
12	12	1	2	12	37	1	30	1000	0	0
13	13	1	2	13	38	1	30	1000	0	0
14	14	1	2	14	39	1	30	1000	0	0
15	15	1	2	15	40	1	30	1000	0	0
16	16	1	2	16	41	1	30	1000	0	0
17	17	1	2	17	42	1	30	1000	0	0
18	18	1	2	18	43	1	30	1000	0	0
19	19	1	2	19	44	1	30	1000	0	0
20	20	1	2	20	45	1	30	1000	0	0
21	21	1	2	21	46	1	30	1000	0	0
22	22	1	2	22	47	1	30	1000	0	0
23	23	1	2	23	48	1	30	1000	0	0
24	24	1	2	24	49	1	30	1000	0	0
25	25	1	2	25	50	1	30	1000	0	0
1	1	2	3	26	51	1	30	1000	0	0
2	2	2	3	27	52	1	30	1000	0	0
3	3	2	3	28	53	1	30	1000	0	0
4	4	2	3	29	54	1	30	1000	0	0
5	5	2	3	30	55	1	30	1000	0	0
6	6	2	3	31	56	1	30	1000	0	0
7	7	2	3	32	57	1	30	1000	0	0
8	8	2	3	33	58	1	30	1000	0	0
9	9	2	3	34	59	1	30	1000	0	0
10	10	2	3	35	60	1	30	1000	0	0
11	11	2	3	36	61	1	30	1000	0	0
12	12	2	3	37	62	1	30	1000	0	0
13	13	2	3	38	63	1	30	1000	0	0
14	14	2	3	39	64	1	30	1000	0	0
15	15	2	3	40	65	1	30	1000	0	0
16	16	2	3	41	66	1	30	1000	0	0
17	17	2	3	42	67	1	30	1000	0	0
18	18	2	3	43	68	1	30	1000	0	0
19	19	2	3	44	69	1	30	1000	0	0
20	20	2	3	45	70	1	30	1000	0	0
21	21	2	3	46	71	1	30	1000	0	0
22	22	2	3	47	72	1	30	1000	0	0
23	23	2	3	48	73	1	30	1000	0	0
24	24	2	3	49	74	1	30	1000	0	0
25	25	2	3	50	75	1	30	1000	0	0
1	1	3	4	51	76	1	30	1000	0	0
2	2	3	4	52	77	1	30	1000	0	0
3	3	3	4	53	78	1	30	1000	0	0
4	4	3	4	54	79	1	30	1000	0	0
5	5	3	4	55	80	1	30	1000	0	0
6	6	3	4	56	81	1	30	1000	0	0
7	7	3	4	57	82	1	30	1000	0	0
8	8	3	4	58	83	1	30	1000	0	0
9	9	3	4	59	84	1	30	1000	0	0
10	10	3	4	60	85	1	30	1000	0	0
11	11	3	4	61	86	1	30	1000	0	0
12	12	3	4	62	87	1	30	1000	0	0
13	13	3	4	63	88	1	30	1000	0	0
14	14	3	4	64	89	1	30	1000	0	0
15	15	3	4	65	90	1	30	1000	0	0
16	16	3	4	66	91	1	30	1000	0	0
17	17	3	4	67	92	1	30	1000	0	0
18	18	3	4	68	93	1	30	1000	0	0
19	19	3	4	69	94	1	30	1000	0	0
20	20	3	4	70	95	1	30	1000	0	0
21	21	3	4	71	96	1	30	1000	0	0
22	22	3	4	72	97	1	30	1000	0	0
23	23	3	4	73	98	1	30	1000	0	0
24	24	3	4	74	99	1	30	1000	0	0
25	25	3	4	75	100	1	30	1000	0	0
1	1	4	5	76	101	1	30	1000	0	0
2	2	4	5	77	102	1	30	1000	0	0
3	3	4	5	78	103	1	30	1000	0	0
4	4	4	5	79	104	1	30	1000	0	0
5	5	4	5	80	105	1	30	1000	0	0
6	6	4	5	81	106	1	30	1000	0	0
7	7	4	5	82	107	1	30	1000	0	0
8	8	4	5	83	108	1	30	1000	0	0
9	9	4	5	84	109	1	30	1000	0	0
10	10	4	5	85	110	1	30	1000	0	0
11	11	4	5	86	111	1	30	1000	0	0
12	12	4	5	87	112	1	30	1000	0	0
13	13	4	5	88	113	1	30	1000	0	0
14	14	4	5	89	114	1	30	1000	0	0
15	15	4	5	90	115	1	30	1000	0	0
16	16	4	5	91	116	1	30	1000	0	0
17	17	4	5	92	117	1	30	1000	0	0
18	18	4	5	93	118	1	30	1000	0	0
19	19	4	5	94	119	1	30	1000	0	0
20	20	4	5	95	120	1	30	1000	0	0
21	21	4	5	96	121	1	30	1000	0	0
22	22	4	5	97	122	1	30	1000	0	0
23	23	4	5	98	123	1	30	1000	0	0
24	24	4	5	99	124	1	30	1000	0	0
25	25	4	5	100	125	1	30	1000	0	0
1	1	5	6	101	126	1	30	1000	0	0
2	2	5	6	102	127	1	30	1000	0	0
3	3	5	6	103	128	1	30	1000	0	0
4	4	5	6	104	129	1	30	1000	0	0
5	5	5	6	105	130	1	30	1000	0	0
6	6	5	6	106	131	1	30	1000	0	0
7	7	5	6	107	132	1	30	1000	0	0
8	8	5	6	108	133	1	30	1000	0	0
9	9	5	6	109	134	1	30	1000	0	0
10	10	5	6	110	135	1	30	1000	0	0
11	11	5	6	111	136	1	30	1000	0	0
12	12	5	6	112	137	1	30	1000	0	0
13	13	5	6	113	138	1	30	1000	0	0
14	14	5	6	114	139	1	30	1000	0	0
15	15	5	6	115	140	1	30	1000	0	0
16	16	5	6	116	141	1	30	1000	0	0
17	17	5	6	117	142	1	30	1000	0	0
18	18	5	6	118	143	1	30	1000	0	0
19	19	5	6	119	144	1	30	1000	0	0
20	20	5	6	120	145	1	30	1000	0	0
21	21	5	6	121	146	1	30	1000	0	0
22	22	5	6	122	147	1	30	1000	0	0
23	23	5	6	123	148	1	30	1000	0	0
24	24	5	6	124	149	1	30	1000	0	0
25	25	5	6	125	150	1	30	1000	0	0
1	1	6	7	126	151	1	30	1000	0	0
2	2	6	7	127	152	1	30	1000	0	0
3	3	6	7	128	153	1	30	1000	0	0
4	4	6	7	129	154	1	30	1000	0	0
5	5	6	7	130	155	1	30	1000	0	0
6	6	6	7	131	156	1	30	1000	0	0
7	7	6	7	132	157	1	30	1000	0	0
8	8	6	7	133	158	1	30	1000	0	0
9	9	6	7	134	159	1	30	1000	0	0
10	10	6	7	135	160	1	30	1000	0	0
11	11	6	7	136	161	1	30	1000	0	0
12	12	6	7	137	162	1	30	1000	0	0
13	13	6	7	138	163	1	30	1000	0	0
14	14	6	7	139	164	1	30	1000	0	0
15	15	6	7	140	165	1	30	1000	0	0
16	16	6	7	141	166	1	30	1000	0	0
17	17	6	7	142	167	1	30	1000	0	0
18	18	6	7	143	168	1	30	1000	0	0
19	19	6	7	144	169	1	30	1000	0	0
20	20	6	7	145	170	1	30	1000	0	0
21	21	6	7	146	171	1	30	1000	0	0
22	22	6	7	147	172	1	30	1000	0	0
23	23	6	7	148	173	1	30	1000	0	0
24	24	6	7	149	174	1	30	1000	0	0
25	25	6	7	150	175	1	30	1000	0	0
1	1	7	8	151	176	1	30	1000	0	0
2	2	7	8	152	177	1	30	1000	0	0
3	3	7	8	153	178	1	30	1000	0	0
4	4	7	8	154	179	1	30	1000	0	0
5	5	7	8	155	180	1	30	1000	0	0
6	6	7	8	156	181	1	30	1000	0	0
7	7	7	8	157	182	1	30	1000	0	0
8	8	7	8	158	183	1	30	1000	0	0
9	9	7	8	159	184	1	30	1000	0	0
10	10	7	8	160	185	1	30	1000	0	0
11	11	7	8	161	186	1	30	1000	0	0
12	12	7	8	162	187	1	30	1000	0	0
13	13	7	8	163	188	1	30	1000	0	0
14	14	7	8	164	189	1	30	1000	0	0
15	15	7	8	165	190	1	30	1000	0	0
16	16	7	8	166	191	1	30	1000	0	0
17	17	7	8	167	192	1	30	1000	0	0
18	18	7	8	168	193	1	30	1000	0	0
19	19	7	8	169	194	1	30	1000	0	0
20	20	7	8	170	195	1	30	1000	0	0
21	21	7	8	171	196	1	30	1000	0	0
22	22	7	8	172	197	1	30	1000	0	0
23	23	7	8	173	198	1	30	1000	0	0
24	24	7	8	174	199	1	30	1000	0	0
25	25	7	8	175	200	1	30	1000	0	0
1	1	8	9	176	201	1	30	1000	0	0
2	2	8	9	177	202	1	30	1000	0	0
3	3	8	9	178	203	1	30	1000	0	0
4	4	8	9	179	204	1	30	1000	0	0
5	5	8	9	180	205	1	30	1000	0	0
6	6	8	9	181	206	1	30	1000	0	0
7	7	8	9	182	207	1	30	1000	0	0
8	8	8	9	183	208	1	30	1000	0	0
9	9	8	9	184	209	1	30	1000	0	0
10	10	8	9	185	210	1	30	1000	0	0
11	11	8	9	186	211	1	30	1000	0	0
12	12	8	9	187	212	1	30	1000	0	0
13	13	8	9	188	213	1	30	1000	0	0
14	14	8	9	189	214	1	30	1000	0	0
15	15	8	9	190	215	1	30	1000	0	0
16	16	8	9	191	216	1	30	1000	0	0
17	17	8	9	192	217	1	30	1000	0	0
18	18	8	9	193	218	1	30	1000	0	0
19	19	8	9	194	219	1	30	1000	0	0
20	20	8	9	195	220	1	30	1000	0	0
21	21	8	9	196	221	1	30	1000	0	0
22	22	8	9	197	222	1	30	1000	0	0
23	23	8	9	198	223	1	30	1000	0	0
24	24	8	9	199	224	1	30	1000	0	0
25	25	8	9	200	225	1	30	1000	0	0
1	1	9	10	201	226	1	30	1000	0	0
2	2	9	10	202	227	1	30	1000	0	0
3	3	9	10	203	228	1	30	1000	0	0
4	4	9	10	204	229	1	30	1000	0	0
5	5	9	10	205	230	1	30	1000	0	0
6	6	9	10	206	231	1	30	1000	0	0
7	7	9	10	207	232	1	30	1000	0	0
8	8	9	10	208	233	1	30	1000	0	0
9	9	9	10	209	234	1	30	1000	0	0
10	10	9	10	210	235	1	30	1000	0	0
11	11	9	10	211	236	1	30	1000	0	0
12	12	9	10	212	237	1	30	1000	0	0
13	13	9	10	213	238	1	30	1000	0	0
14	14	9	10	214	239	1	30	1000	0	0
15	15	9	10	215	240	1	30	1000	0	0
16	16	9	10	216	241	1	30	1000	0	0
17	17	9	10	217	242	1	30	1000	0	0
18	18	9	10	218	243	1	30	1000	0	0
19	19	9	10	219	244	1	30	1000	0	0
20	20	9	10	220	245	1	30	1000	0	0
21	21	9	10	221	246	1	30	1000	0	0
22	22	9	10	222	247	1	30	1000	0	0
23	23	9	10	223	248	1	30	1000	0	0
24	24	9	10	224	249	1	30	1000	0	0
25	25	9	10	225	250	1	30	1000	0	0
1	1	10	11	226	251	1	30	1000	0	0
2	2	10	11	227	252	1	30	1000	0	0
3	3	10	11	228	253	1	30	1000	0	0
4	4	10	11	229	254	1	30	1000	0	0
5	5	10	11	230	255	1	30	1000	0	0
6	6	10	11	231	256	1	30	1000	0	0
7	7	10	11	232	257	1	30	1000	0	0
8	8	10	11	233	258	1	30	1000	0	0
9	9	10	11	234	259	1	30	1000	0	0
10	10	10	11	235	260	1	30	1000	0	0
11	11	10	11	236	261	1	30	1000	0	0
12	12	10	11	237	262	1	30	1000	0	0
13	13	10	11	238	263	1	30	1000	0	0
14	14	10	11	239	264	1	30	1000	0	0
15	15	10	11	240	265	1	30	1000	0	0
16	16	10	11	241	266	1	30	1000	0	0
17	17	10	11	242	267	1	30	1000	0	0
18	18	10	11	243	268	1	30	1000	0	0
19	19	10	11	244	269	1	30	1000	0	0
20	20	10	11	245	270	1	30	1000	0	0
21	21	10	11	246	271	1	30	1000	0	0
22	22	10	11	247	272	1	30	1000	0	0
23	23	10	11	248	273	1	30	1000	0	0
24	24	10	11	249	274	1	30	1000	0	0
25	25	10	11	250	275	1	30	1000	0	0
1	1	11	12	251	276	1	30	1000	0	0
2	2	11	12	252	277	1	30	1000	0	0
3	3	11	12	253	278	1	30	1000	0	0
4	4	11	12	254	279	1	30	1000	0	0
5	5	11	12	255	280	1	30	1000	0	0
6	6	11	12	256	281	1	30	1000	0	0
7	7	11	12	257	282	1	30	1000	0	0
8	8	11	12	258	283	1	30	1000	0	0
9	9	11	12	259	284	1	30	1000	0	0
10	10	11	12	260	285	1	30	1000	0	0
11	11	11	12	261	286	1	30	1000	0	0
12	12	11	12	262	287	1	30	1000	0	0
13	13	11	12	263	288	1	30	1000	0	0
14	14	11	12	264	289	1	30	1000	0	0
15	15	11	12	265	290	1	30	1000	0	0
16	16	11	12	266	291	1	30	1000	0	0
17	17	11	12	267	292	1	30	1000	0	0
18	18	11	12	268	293	1	30	1000	0	0
19	19	11	12	269	294	1	30	1000	0	0
20	20	11	12	270	295	1	30	1000	0	0
21	21	11	12	271	296	1	30	1000	0	0
22	22	11	12	272	297	1	30	1000	0	0
23	23	11	12	273	298	1	30	1000	0	0
24	24	11	12	274	299	1	30	1000	0	0
25	25	11	12	275	300	1	30	1000	0	0
1	1	12	13	276	301	1	30	1000	0	0
2	2	12	13	277	302	1	30	1000	0	0
3	3	12	13	278	303	1	30	1000	0	0
4	4	12	13	279	304	1	30	1000	0	0
5	5	12	13	280	305	1	30	1000	0	0
6	6	12	13	281	306	1	30	1000	0	0
7	7	12	13	282	307	1	30	1000	0	0
8	8	12	13	283	308	1	30	1000	0	0
9	9	12	13	284	309	1	30	1000	0	0
10	10	12	13	285	310	1	30	1000	0	0
11	11	12	13	286	311	1	30	1000	0	0
12	12	12	13	287	312	1	30	1000	0	0
13	13	12	13	288	313	1	30	1000	0	0
14	14	12	13	289	314	1	30	1000	0	0
15	15	12	13	290	315	1	30	1000	0	0
16	16	12	13	291	316	1	30	1000	0	0
17	17	12	13	292	317	1	30	1000	0	0
18	18	12	13	293	318	1	30	1000	0	0
19	19	12	13	294	319	1	30	1000	0	0
20	20	12	13	295	320	1	30	1000	0	0
21	21	12	13	296	321	1	30	1000	0	0
22	22	12	13	297	322	1	30	1000	0	0
23	23	12	13	298	323	1	30	1000	0	0
24	24	12	13	299	324	1	30	1000	0	0
25	25	12	13	300	325	1	30	1000	0	0
1	1	13	14	301	326	1	30	1000	0	0
2	2	13	14	302	327	1	30	1000	0	0
3	3	13	14	303	328	1	30	1000	0	0
4	4	13	14	304	329	1	30	1000	0	0
5	5	13	14	305	330	1	30	1000	0	0
6	6	13	14	306	331	1	30	1000	0	0
7	7	13	14	307	332	1	30	1000	0	0
8	8	13	14	308	333	1	30	1000	0	0
9	9	13	14	309	334	1	30	1000	0	0
10	10	13	14	310	335	1	30	1000	0	0
11	11	13	14	311	336	1	30	1000	0	0
12	12	13	14	312	337	1	30	1000	0	0
13	13	13	14	313	338	1	30	1000	0	0
14	14	13	14	314	339	1	30	1000	0	0
15	15	13	14	315	340	1	30	1000	0	0
16	16	13	14	316	341	1	30	1000	0	0
17	17	13	14	317	342	1	30	1000	0	0
18	18	13	14	318	343	1	30	1000	0	0
19	19	13	14	319	344	1	30	1000	0	0
20	20	13	14	320	345	1	30	1000	0	0
21	21	13	14	321	346	1	30	1000	0	0
22	22	13	14	322	347	1	30	1000	0	0
23	23	13	14	323	348	1	30	1000	0	0
24	24	13	14	324	349	1	30	1000	0	0
25	25	13	14	325	350	1	30	1000	0	0
1	1	14	15	326	351	1	30	1000	0	0
2	2	14	15	327	352	1	30	1000	0	0
3	3	14	15	328	353	1	30	1000	0	0
4	4	14	15	329	354	1	30	1000	0	0
5	5	14	15	330	355	1	30	1000	0	0
6	6	14	15	331	356	1	30	1000	0	0
7	7	14	15	332	357	1	30	1000	0	0
8	8	14	15	333	358	1	30	1000	0	0
9	9	14	15	334	359	1	30	1000	0	0
10	10	14	15	335	360	1	30	1000	0	0
11	11	14	15	336	361	1	30	1000	0	0
